hostname,st_spectype,st_mass,st_teff,st_rad,st_lum,st_logg,st_met,sy_dist
"HD 72659",,1.090000,5943.30,1.450710,0.37397,4.152330,0.0136,51.89490000
"Kepler-725",,0.882000,5526.00,0.830000,,4.540000,,758.46900000
"HD 3167",,0.852000,5300.00,0.871000,-0.27003,4.470000,0.0370,47.28990000
"Kepler-1270",,1.066000,4924.00,3.588000,,3.356000,-0.0800,1095.05000000
"Kepler-358",,0.998000,5870.00,0.890000,,4.540000,,1101.10000000
"Kepler-221",,0.816000,5324.00,0.810000,,4.540000,,385.23100000
"Kepler-275",,1.240000,6297.00,1.190000,,4.380000,,2034.25000000
"Kepler-694",,0.970000,5700.00,0.950000,,4.470000,0.0000,1023.06000000
"Kepler-37",,0.787000,5348.00,0.786000,,,-0.2500,63.92070000
"HAT-P-30",,1.242000,6304.00,1.215000,0.31200,4.360000,0.1300,213.98500000
"HD 177830",,1.030000,4840.00,,,3.600000,0.3200,62.76740000
"Kepler-1514",,1.182000,6181.58,1.367970,0.39125,4.238530,0.1070,397.29200000
"HD 17156",,1.190000,6084.00,1.240000,,4.330000,0.2300,78.08630000
"Qatar-6",,0.829000,5063.00,0.785000,,4.560000,0.0400,100.84800000
"Kepler-8",,1.230000,6213.00,1.495000,,4.178000,-0.0550,1021.87000000
"Kepler-1290",,1.045000,5999.00,0.959000,,4.494000,-0.0600,1593.70000000
"Kepler-224",,0.777000,5046.00,0.693000,,,-0.0600,782.08800000
"Kepler-1178",,0.534000,4729.00,0.525000,,4.726000,-1.4200,482.28700000
"WASP-48",,0.880000,5920.00,1.580000,,4.030000,-0.1200,454.14400000
"AU Mic",,0.510000,3678.00,0.744000,-1.03810,4.404000,0.2300,9.72210000
"HD 150706","G0 V",1.170000,5961.00,,,4.500000,-0.0100,28.26970000
"Kepler-83",,0.664000,4648.00,0.607000,,4.690000,,400.40900000
"Kepler-1056",,0.762000,5657.00,0.911000,,4.401000,-0.4800,982.51000000
"Kepler-597",,0.998000,5870.00,0.890000,,4.540000,,663.41800000
"Kepler-750",,1.120000,6243.00,1.020000,,4.470000,,1296.02000000
"Kepler-1051",,1.310000,6797.00,1.330000,,4.310000,,829.34300000
"Kepler-1082",,0.951000,5847.00,1.336000,,,-0.1300,739.55700000
"Kepler-667",,0.800000,5353.00,0.880000,,4.460000,,2302.45000000
"Kepler-1893",,0.934000,5632.00,1.155000,,4.284000,0.0600,1050.72000000
"Kepler-531",,0.725000,4883.00,0.749000,,4.549000,-0.0800,252.76200000
"TOI-1386",,1.033000,5769.00,1.030880,0.02551,4.425760,,146.85800000
"WASP-50",,0.892000,5400.00,0.843000,,,,184.84800000
"WASP-93",,1.419000,6695.00,1.612710,0.67281,4.174940,,370.28400000
"Kepler-858",,0.960000,5653.00,0.910000,,4.500000,-0.0400,298.53200000
"Kepler-619",,1.041000,6122.00,0.964000,,4.487000,-0.1800,900.67800000
"TOI-2719",,1.020000,5762.00,1.690000,,4.220000,0.2700,588.36800000
"Kepler-1984",,0.540000,3741.00,0.520000,,4.740000,,
"HD 181234",,0.973040,5372.83,1.059423,,4.374546,0.3773,47.74580000
"Kepler-1928",,0.887000,5839.00,1.173000,,4.247000,-0.2800,326.36200000
"K2-79",,1.060000,5926.00,1.247000,,4.249000,,256.01100000
"Kepler-164",,1.090000,6048.00,1.130000,,4.370000,0.0000,890.75800000
"HIP 56640","K1 III",1.040000,4769.00,4.930000,1.04999,2.910000,-0.0300,122.32400000
"TOI-5800","K3 V",0.790000,4830.00,0.800000,-0.50864,,0.0200,42.90520000
"Kepler-104",,0.814000,5755.00,1.361000,,4.081000,-0.5200,400.78500000
"Kepler-1957",,0.745000,4904.00,0.772000,,4.535000,0.0000,460.89900000
"Kepler-1239",,1.213000,6343.00,1.137000,,4.411000,0.0700,2140.60000000
"Kepler-227",,0.919000,5455.00,0.927000,,4.467000,0.1400,1083.06000000
"Kepler-158",,0.655000,4631.00,0.628000,,4.660000,,315.17700000
"Kepler-57",,0.830000,5145.00,0.730000,,4.630000,,644.14000000
"Kepler-312",,1.226000,6243.00,1.149000,,4.406000,0.2100,797.72000000
"HD 180617",,0.484000,3534.00,0.481000,-1.49000,4.900000,-0.0400,5.91059000
"Kepler-1831",,1.117000,6063.00,1.012000,,4.476000,0.0700,1053.49000000
"HD 190007","K3/4V",0.790000,4604.00,0.730000,-0.63800,4.620000,,12.71410000
"HD 24040","G0 V",1.180000,5853.00,,,4.361000,0.2060,46.62240000
"Kepler-150",,0.963000,5862.00,0.931000,,4.484000,-0.1400,891.09200000
"Kepler-1396",,1.088000,6241.00,1.031000,,4.450000,-0.1400,1066.46000000
"Kepler-193",,1.139000,6306.00,1.060000,,4.440000,,1009.10000000
"HATS-46",,0.917000,5495.00,0.853000,-0.22988,4.542000,-0.0600,453.80800000
"Kepler-37",,0.829000,5437.00,0.781000,,4.571000,-0.2400,63.92070000
"HD 187123",,1.020234,5765.94,1.154992,,4.319755,0.1065,45.95480000
"HATS-28","G",0.929000,5498.00,0.922000,-0.15739,4.476000,0.0100,535.38300000
"kap And",,2.820000,10839.00,2.312290,1.82274,4.160230,,50.01770000
"Kepler-6",,1.050000,5690.00,1.290000,,4.240000,0.2600,587.03900000
"WASP-78",,1.180000,6100.00,2.090000,,,-0.3500,754.25800000
"kap And","B9 IV",2.450000,10700.00,,,3.870000,-0.3200,50.01770000
"TOI-5624",,0.923000,5342.00,0.827372,-0.29909,4.567870,,101.91300000
"Ross 176",,0.630000,4006.00,0.598006,-1.08105,4.684000,,46.44880000
"Kepler-910",,1.270000,6173.00,1.506000,,4.186000,0.1700,400.28900000
"Kepler-1424",,1.053000,5879.00,1.410000,,,0.0600,661.42100000
"K2-277",,0.980000,5705.00,0.952000,,4.450000,0.0500,113.12300000
"Kepler-102",,0.806000,4900.00,0.741000,,4.602000,0.0800,107.79600000
"TOI-1075",,0.571742,3921.00,0.580337,-1.14436,4.667910,,61.45920000
"Kepler-58",,1.017000,6100.00,1.083000,,4.376000,-0.1200,969.25200000
"Wolf 503","K3.5 V",0.688000,4716.00,0.689000,-0.67572,4.620000,-0.4700,44.52600000
"Kepler-7",,1.359000,5933.00,1.966000,,3.980000,0.1100,922.56200000
"TOI-1439",,1.063000,5873.00,1.624810,0.45174,4.043000,,230.30600000
"HD 332231","F8",1.127000,6089.00,1.277000,0.30535,4.279000,0.0360,80.66650000
"Kepler-1815",,0.840000,5331.00,0.940000,,4.420000,,1006.63000000
"WASP-67",,0.930000,5417.00,1.040000,,4.400000,0.1800,189.46900000
"WASP-16",,1.780000,5700.00,1.140000,,4.490000,0.0100,194.13400000
"HAT-P-4",,1.248000,5860.00,1.596000,0.43100,4.127000,,320.45100000
"HD 169830",,1.400000,6305.00,1.730000,0.62900,4.090000,0.0900,37.60480000
"HD 113996",,1.490000,4181.00,25.110000,2.46389,1.860000,0.1300,116.33400000
"Kepler-1983",,0.797000,5120.00,0.853000,,4.478000,0.0700,424.42800000
"Kepler-1831",,1.030000,5774.00,0.948310,-0.04550,4.497000,,1053.49000000
"Kepler-117",,1.205000,6466.00,1.183000,,4.373000,-0.0400,1455.57000000
"Kepler-1438",,0.940000,5403.00,1.314180,0.12254,4.173890,,1154.13000000
"Kepler-879","G",0.974000,5456.75,1.022000,,,,802.67200000
"HD 39194",,0.587000,5205.00,,-0.44009,4.530000,-0.6100,26.41310000
"WASP-44","G8 V",0.935000,5420.00,0.906000,-0.19777,4.494000,-0.0030,364.51200000
"HD 72659",,1.430000,5932.00,1.460000,,4.270000,-0.0200,51.89490000
"K2-392",,1.040000,5791.00,1.049780,0.04791,4.412900,,406.98500000
"Kepler-1438",,0.970000,5530.00,0.960000,,4.460000,0.2000,1154.13000000
"Kepler-1719",,1.142000,5781.00,1.799000,,,0.1200,905.40600000
"Kepler-538",,0.881000,5498.00,0.862000,,,-0.0800,155.95600000
"Kepler-916",,0.850000,5248.00,0.810000,,4.560000,-0.0500,830.71200000
"Kepler-812",,1.450000,6761.00,1.710000,,4.130000,0.0200,1482.74000000
"Kepler-865",,0.782000,5440.00,0.885000,,4.438000,-0.2400,586.13700000
"K2-150",,0.408869,3440.00,0.415505,-1.66192,4.812500,,102.48300000
"Kepler-823",,1.096000,5739.00,1.183000,,4.332000,0.4000,1389.27000000
"HD 111591",,1.940000,4884.00,8.030000,1.58058,3.100000,0.0700,114.16600000
"Kepler-1401",,1.054000,6057.00,0.950000,,4.500000,,1425.43000000
"Kepler-4",,1.173000,5857.00,1.480000,,4.168000,0.1700,487.91600000
"HIP 9618",,0.930000,5550.00,0.950000,,,-0.1000,67.54780000
"Kepler-720",,0.940000,5560.00,1.210000,,4.246000,0.1400,1065.37000000
"Kepler-585",,0.926000,5461.00,0.897000,,4.499000,0.1200,585.18700000
"Kepler-279",,1.310000,6779.00,1.270000,,4.350000,,1037.40000000
"Kepler-227",,0.960000,5624.00,0.940000,,4.480000,0.0600,1083.06000000
"Kepler-20",,0.948000,5495.00,0.963900,,4.446000,0.0700,282.56300000
"HD 99492",,0.850000,5069.61,0.750336,-0.47490,4.616980,0.3380,18.20380000
"Kepler-311",,1.050000,5841.20,1.219800,0.19328,4.286680,-0.0950,778.65400000
"Kepler-103","G2",1.212000,6047.00,1.492000,,4.170000,0.1500,494.83200000
"TOI-2068",,0.538526,3700.00,0.542573,-1.30358,4.700360,,52.93280000
"Kepler-1745",,0.995000,5611.00,1.400000,,4.144000,0.1600,996.10500000
"TOI-1794",,0.969800,5631.00,1.316200,0.19728,4.184000,0.0350,155.79100000
"Kepler-758",,0.960000,6021.00,1.458000,,4.093000,-0.3400,1502.32000000
"Kepler-1053",,0.531000,4182.00,0.542000,,4.696000,-0.5800,151.12900000
"Kepler-700",,0.779000,5665.00,0.764000,,4.563000,-0.5800,1491.76000000
"Kepler-1389",,0.798000,5010.00,0.715000,,4.623000,-0.1600,497.09300000
"KOI-1783",,1.076000,5922.00,1.143000,,4.300000,0.1100,865.73000000
"HD 110067",,0.910000,5297.00,0.782479,-0.36224,4.610160,,32.15850000
"TOI-3629","M1",0.630000,3870.00,0.600000,,4.670000,0.4000,130.09100000
"Kepler-619",,1.070000,6119.00,0.980000,,4.490000,,900.67800000
"Kepler-1977",,0.751000,4812.00,0.713000,,4.607000,-0.0400,592.71100000
"WASP-29",,0.770000,4800.00,0.790000,,4.500000,0.1100,87.59530000
"Kepler-1090",,0.800000,5403.00,0.906000,,4.427000,-0.1400,858.77000000
"Kepler-453",,0.941000,5664.00,0.830000,,4.570000,,442.84600000
"Kepler-1095",,0.993000,5984.00,0.906000,,4.521000,-0.2000,792.52200000
"Kepler-347",,0.922000,5704.00,1.437000,,,-0.1400,1298.88000000
"TOI-4666","M2.5 V",0.580000,3512.00,0.590000,-1.22185,4.626000,0.1900,154.74900000
"Kepler-110",,1.075000,5887.00,1.843000,,3.938000,-0.1800,586.53100000
"Kepler-613",,1.001000,5941.00,0.911000,,4.519000,-0.1400,861.49400000
"Kepler-364",,1.190000,6199.63,1.298850,0.35128,4.286500,-0.0310,891.46200000
"TOI-2141",,0.896000,5635.00,0.950000,,4.400000,-0.1400,77.68200000
"TOI-5293 A","M3+/-1",0.540000,3586.00,0.520000,,4.770000,-0.0300,162.22900000
"WISPIT 2",,0.719000,4559.00,1.295090,-0.18523,4.070200,,134.90700000
"Kepler-416",,0.949000,5670.00,1.022000,,4.397000,0.0600,690.81900000
"NGTS-13",,1.060000,5848.83,1.794130,0.53068,3.955670,0.4125,647.59500000
"Kepler-1735",,0.535000,3975.00,0.509000,,4.753000,-0.3400,245.30300000
"Kepler-1801",,0.936000,5738.00,0.981000,,4.426000,-0.0600,839.33200000
"Kepler-1983",,0.797000,5120.00,0.853000,,4.478000,0.0700,424.42800000
"HD 161178","G9 III",1.060000,4786.00,10.950000,1.75097,2.380000,-0.2100,107.18800000
"Kepler-1162",,0.890000,5390.00,0.840000,,4.540000,-0.0300,940.21100000
"Kepler-685",,1.010000,5717.00,1.057000,,4.394000,0.1800,938.71500000
"Kepler-197",,0.857000,5945.00,1.163000,,,-0.4000,330.57500000
"Kepler-48",,0.916000,5235.00,0.836000,,,0.2600,306.73800000
"Kepler-155",,0.678000,4339.18,0.771507,-0.72099,4.494620,-0.1420,293.49900000
"Kepler-30",,0.986000,5485.00,0.867000,,4.556000,0.2100,914.22100000
"Kepler-128",,1.184000,6072.00,1.659000,,4.070000,-0.0900,396.37900000
"Kepler-1082",,0.929000,6081.00,0.835000,,4.563000,-0.5000,739.55700000
"WASP-8",,1.030000,5600.00,0.945000,,,0.1700,89.96060000
"Kepler-19",,0.967000,5511.00,0.911823,-0.16056,4.503670,-0.1200,218.56200000
"HD 114386",,0.680000,4804.00,,-0.54000,4.360000,-0.0800,27.92430000
"Kepler-17",,1.021000,5624.00,1.018000,,4.432000,0.3000,720.75300000
"Kepler-171",,0.908000,5641.00,0.831000,,4.556000,-0.1600,863.85500000
"Kepler-1198",,0.930000,5517.00,0.900000,,4.500000,0.0300,743.03000000
"WASP-5","G4 V",0.972000,5880.00,1.026000,,4.403000,0.0000,309.13700000
"Kepler-183",,1.037000,5888.00,0.944000,,4.504000,0.0200,1050.64000000
"HD 35843",,0.940000,5666.00,0.897000,-0.12494,4.470000,-0.2700,69.60260000
"TOI-3071",,1.290000,6177.00,1.310000,,4.370000,0.3500,485.21900000
"Kepler-159",,0.520000,3894.00,0.500000,,4.756000,-0.2800,373.74400000
"Kepler-690",,0.952000,5788.00,0.910000,,4.500000,,1665.31000000
"XO-3",,1.213000,6430.00,1.377000,,,-0.1770,213.05300000
"TOI-4377",,1.360000,4974.00,3.520000,0.82217,3.390000,0.2050,455.82000000
"HD 111998","F5 V",1.180000,6557.00,1.450000,,4.190000,0.0700,33.22370000
"Kepler-485",,1.099000,6109.00,1.029000,,4.455000,0.0000,1140.95000000
"Kepler-763",,0.879000,5258.00,0.793000,,4.584000,0.0400,962.45900000
"Kepler-161",,0.827000,5076.00,0.799000,,4.550000,0.1000,434.63200000
"Kepler-102",,0.800000,4908.00,0.736000,,4.610000,,107.79600000
"HAT-P-20",,0.742000,4595.00,0.679600,,4.520000,0.2200,71.03740000
"Kepler-1170",,0.913000,5256.00,0.813000,,4.579000,0.1600,1050.45000000
"WASP-135","G5 V",0.980000,5675.00,0.960000,,4.470000,0.0200,298.21400000
"WASP-69","K5",0.826000,4715.00,0.813000,,4.535000,0.1440,49.96050000
"WASP-21",,0.970000,5924.00,1.080000,,4.390000,-0.2200,258.42600000
"Kepler-750",,1.204000,5897.00,1.860000,,3.980000,0.1600,1296.02000000
"Kepler-376",,0.950000,5906.00,1.073000,,4.354000,-0.1600,923.06700000
"Kepler-1052",,1.020000,5720.00,0.964799,-0.04685,4.477790,0.0300,943.44400000
"XO-1",,0.930000,5754.00,0.820000,,4.610000,-0.0100,163.55300000
"HAT-P-4",,1.271000,5860.00,1.600000,,4.134000,0.2400,320.45100000
"Kepler-767",,0.959000,5870.00,0.867000,,4.545000,-0.2000,2251.03000000
"NGTS-12","G",1.021000,5690.00,1.589000,,4.045000,-0.0300,446.44200000
"K2-404",,0.548399,3802.00,0.553508,-1.23901,4.690920,,121.63000000
"Kepler-1546",,0.883000,5569.00,1.019000,,4.368000,-0.0200,931.95600000
"Kepler-1182",,1.040000,5924.00,1.050000,,4.410000,0.0100,1545.39000000
"Kepler-973",,0.710000,5051.00,0.700000,,4.590000,,328.52000000
"Kepler-133",,1.020000,5600.00,1.340000,,4.190000,,653.60000000
"Kepler-306",,0.871000,5219.00,0.851000,,4.519000,0.1600,775.67900000
"Kepler-1228",,0.776000,5255.00,0.716000,,4.617000,-0.3400,515.45300000
"Kepler-1252",,0.760000,5292.00,0.790000,,4.530000,,648.97900000
"Kepler-473",,1.022000,5683.00,1.624000,,4.026000,0.0000,905.93700000
"Kepler-11",,0.984000,5685.00,1.060000,,4.380000,,646.34600000
"Kepler-1059",,0.790000,4855.00,0.776418,-0.52036,4.555500,,713.16700000
"Kepler-1581",,1.091000,5932.00,1.375000,,,0.0800,493.17500000
"Kepler-1326",,1.310000,6856.00,1.405000,,4.256000,-0.1800,698.32600000
"K2-419 A",,0.562000,3711.00,0.541000,-1.27654,4.740000,-0.1100,268.68500000
"TOI-1777",,1.060000,5859.00,0.980000,,,,79.76650000
"NGTS-20","G1 IV",1.470000,5980.00,1.780000,,3.800000,0.1500,382.89800000
"GJ 341","M0V",0.470000,3767.00,0.530000,-1.30100,,,10.45400000
"WASP-48",,1.190000,5920.00,1.750000,,,,454.14400000
"K2-32 B",,0.203508,3190.00,0.233767,-2.29257,5.009080,,164.07800000
"TOI-2886",,1.164000,6141.00,1.217240,0.27840,4.333270,,413.67300000
"Kepler-1984",,0.417000,3608.00,0.400000,,4.854000,-0.2000,
"Kepler-656",,1.042000,5546.00,0.956000,,4.495000,0.4400,890.35200000
"Kepler-102",,0.734000,4812.00,0.755000,,4.548000,0.0200,107.79600000
"HD 63433",,0.990000,5640.00,0.912000,-0.12321,,,22.40350000
"WASP-29",,0.880000,5203.00,0.635603,-0.57392,4.776180,0.1700,87.59530000
"Kepler-323",,1.015000,6004.00,1.120000,,,-0.1400,454.88300000
"Kepler-297",,1.040000,6150.00,1.040000,,4.423000,-0.1200,692.14000000
"Kepler-1471",,0.794000,5881.00,0.848000,,4.481000,-0.6600,978.67800000
"Kepler-1089",,0.511000,3688.00,0.497000,,4.755000,0.0000,259.32800000
"Kepler-1892",,0.849000,5376.00,0.758000,,4.604000,-0.2200,851.59500000
"VHS J125601.92-125723.9","M7.5",0.070000,2620.00,,-3.14000,5.050000,,
"Kepler-1766",,0.917000,5855.00,1.069000,,4.343000,-0.2000,501.22900000
"Kepler-769",,1.070000,6225.00,1.009000,,4.461000,-0.1800,1169.57000000
"Kepler-1989",,0.999000,6032.00,1.060000,,4.387000,-0.1400,1252.13000000
"Kepler-684",,0.968000,5766.00,0.860000,,4.550000,,1731.27000000
"Teegarden's Star",,0.094551,2790.00,0.118649,-3.11436,5.265210,,3.83078000
"WASP-180 A","F7 V",1.300000,6600.00,1.190000,,4.420000,0.1000,253.98500000
"Kepler-40",,1.490000,6354.00,2.150000,,3.950000,0.0900,2305.01000000
"Kepler-290",,0.840000,5142.00,0.755000,,4.602000,-0.0600,694.62700000
"Kepler-1030",,0.866000,5023.00,0.780000,,4.592000,0.2100,758.70200000
"Kepler-1743",,1.254000,5721.00,1.840000,,4.000000,,538.80700000
"Kepler-1986",,0.776000,5548.00,0.729000,,4.602000,-0.5400,912.08500000
"Kepler-1240",,0.990000,5591.36,1.376850,0.22254,4.155930,0.2885,862.18600000
"Kepler-900",,0.854000,4848.00,0.769000,,4.598000,0.3400,487.52500000
"Kepler-1995",,0.950000,4836.00,1.140000,,4.300000,,595.33100000
"Kepler-91",,2.250000,4712.00,9.300000,,2.850000,,1294.69000000
"Kepler-314",,1.028000,5497.00,0.909000,,4.533000,0.3600,268.88100000
"Kepler-1256",,1.170000,6129.00,1.360000,,4.230000,0.0500,891.19200000
"Kepler-174",,0.636000,4859.00,0.651000,,4.615000,-0.5200,384.75700000
"Kepler-303",,0.505000,4042.00,0.490000,,4.761000,-0.6200,209.73800000
"HD 33283",,1.330000,6058.00,,,4.160000,0.3400,89.86230000
"K2-260",,1.637000,6860.00,1.755000,0.78817,4.161000,0.3340,663.83400000
"K2-32",,0.840000,5274.00,0.855000,,4.490000,-0.0300,157.68200000
"Kepler-428",,0.861000,5071.00,0.788000,,4.580000,0.1600,686.28400000
"Kepler-1162",,0.861000,5225.00,0.859000,,4.505000,0.1400,940.21100000
"Kepler-1921",,1.251000,6120.00,2.000000,,3.934000,0.0200,928.98900000
"Kepler-22",,0.828000,5510.00,0.850000,,4.500000,,194.64200000
"Kepler-1499",,0.723000,5002.00,0.753000,,4.543000,-0.1800,309.86900000
"Kepler-378",,0.971000,4799.00,1.818000,,3.906000,0.5600,152.09400000
"Kepler-1319",,0.560000,3655.00,0.540000,,4.730000,0.4400,103.91700000
"Kepler-151",,0.874000,5460.00,0.818000,,4.553000,-0.1000,649.91900000
"GJ 393","M2.0 V",0.426000,3579.00,0.426000,-1.57073,4.880000,-0.0900,7.03149000
"Kepler-299",,1.008000,5896.00,0.916000,,4.518000,-0.0800,1052.24000000
"Kepler-325",,0.914000,5541.00,0.810000,,,0.0200,823.24200000
"Kepler-1151",,1.008000,5565.00,1.246000,,4.251000,0.3200,682.43600000
"Kepler-1930",,0.844000,5083.00,0.844000,,4.512000,0.2200,275.69400000
"Kepler-995",,0.820000,5132.00,0.886000,,4.457000,0.1600,609.63800000
"Kepler-936",,1.034000,5610.00,1.171000,,4.316000,0.3800,823.39900000
"Kepler-211",,0.910000,5286.58,0.740717,-0.41330,4.657800,0.1510,309.35300000
"Kepler-1234",,0.835000,5072.00,0.774000,,4.582000,0.0700,916.74900000
"Kepler-49",,0.540000,3816.00,0.510000,,4.755000,-0.0500,311.22200000
"CoRoT-23",,0.950000,5426.00,2.115690,0.54352,3.764890,,1060.97000000
"Kepler-1962",,0.931000,5931.00,0.930000,,4.470000,-0.2800,866.82600000
"HD 82943","G2/3V",1.130000,5997.00,1.140000,0.21500,4.390000,0.2700,27.59020000
"Kepler-1929",,1.006000,5786.00,1.471000,,4.106000,-0.0200,508.20100000
"K2-402",,1.050000,5836.00,1.245000,0.20950,4.268920,,523.05500000
"Kepler-675",,0.778000,4989.00,0.727000,,4.605000,-0.1000,665.68000000
"GJ 480","M4",0.410000,3350.00,0.520000,-1.52300,,,14.23580000
"WASP-2",,0.803000,5150.00,0.807000,,4.529000,-0.0800,153.24200000
"WASP-79",,1.390000,6600.00,1.510000,,4.226000,0.0300,246.69000000
"HD 30669",,0.940000,5424.91,0.953220,-0.14935,4.452810,0.1300,58.08440000
"AU Mic",,0.500000,3700.00,0.750000,-1.04576,4.390000,,9.72210000
"HAT-P-33",,1.375000,6446.00,1.637000,0.61800,,,396.11000000
"HAT-P-42",,1.059000,5859.00,1.413740,0.32673,4.162220,,405.23800000
"WASP-69",,0.826000,4700.00,0.813000,,,,49.96050000
"HD 11506","G0 V",1.240000,6030.00,1.340000,0.33000,,0.3400,51.26100000
"WASP-52",,0.870000,5000.00,0.790000,,4.500000,0.0300,174.81800000
"Kepler-12",,1.166000,5947.00,1.483000,,4.175000,0.0700,881.38600000
"Kepler-1402",,0.877000,5437.00,0.804000,,4.570000,-0.1000,1493.64000000
"Kepler-1529",,0.676000,5057.00,0.704000,,4.573000,-0.4400,661.01400000
"Kepler-385",,1.090000,6308.00,1.153000,,4.353000,-0.0800,1432.61000000
"Kepler-371",,1.040000,5794.01,1.314170,0.24392,4.217790,-0.1975,813.19200000
"Kepler-271",,0.820000,5516.00,0.895000,,4.448000,-0.2000,404.54200000
"HAT-P-39",,1.404000,6430.00,1.625000,0.60700,4.160000,0.1900,697.00400000
"Kepler-1011",,1.017000,5445.00,0.929000,,4.510000,0.4800,736.77900000
"Kepler-999",,1.061000,6167.00,1.107000,,4.377000,-0.0600,545.06300000
"TOI-6894",,0.207000,3007.00,0.227600,-2.42597,5.039000,0.1420,73.81310000
"GJ 680",,0.456466,3563.00,0.459330,-1.51379,4.773230,,9.67315000
"TOI-1180",,0.750000,4700.00,0.727165,-0.63365,4.589860,,72.02380000
"Kepler-396",,1.005000,5656.00,0.897000,,,0.1800,223.75700000
"Kepler-1987",,0.799000,4769.00,0.714000,,4.622000,0.1200,595.68300000
"TOI-3714",,0.507000,3660.00,0.509000,,4.730000,0.1000,112.71000000
"HD 22946","F7/F8V",1.104000,6040.00,1.157000,,4.260000,-0.1400,62.77920000
"HD 235088",,0.850000,5064.00,0.783990,-0.43871,4.578870,,41.17060000
"TOI-5728",,0.364151,3444.00,0.375994,-1.74669,4.848990,,54.70450000
"Kepler-446",,0.328000,3464.00,0.328000,,4.923000,-0.1400,96.33900000
"HD 5891",,1.930000,4673.00,10.640000,,2.670000,-0.3700,283.50200000
"Kepler-851",,0.951000,5822.00,0.986000,,4.428000,-0.1000,839.25500000
"Kepler-42",,0.130000,3068.00,0.170000,,5.090000,-0.4800,40.05950000
"Kepler-912",,0.808000,5662.00,0.806000,,4.532000,-0.4400,2004.72000000
"Kepler-415",,0.590000,4362.00,0.554000,,4.722000,-0.5000,530.48700000
"Kepler-137",,0.907000,5343.00,0.809000,,4.580000,0.0600,302.97900000
"Kepler-619",,1.041000,6122.00,0.964000,,4.487000,-0.1800,900.67800000
"Kepler-20",,0.901000,5443.00,0.939000,,4.450000,,282.56300000
"NGTS-18","G5 V",1.003000,5610.00,1.392000,,4.160000,0.1500,1096.19000000
"HD 224018",,1.040000,5792.00,1.138520,0.11869,4.342420,,105.48000000
"Kepler-5",,1.309000,6332.00,1.740000,,,0.0200,899.77700000
"eps Tau",,2.458000,4950.00,,,2.670000,0.1500,47.52852000
"TOI-4308",,0.900000,5243.00,0.793449,-0.36795,4.593270,,108.93200000
"Kepler-1997",,1.096000,6197.00,1.035000,,4.449000,-0.0800,1502.34000000
"Wolf 503","K3.5 V",0.688000,4716.00,0.690000,-0.64397,4.620000,-0.4700,44.52600000
"K2-212",,0.670000,4272.00,0.650000,,4.640000,0.0300,109.21800000
"WASP-10",,0.703000,4675.00,0.775000,,4.400000,0.0300,140.99800000
"WASP-2",,0.803000,5150.00,0.807000,,4.529000,-0.0800,153.24200000
"KELT-6","F8",1.085000,6102.00,1.580000,0.49300,4.074000,-0.2810,240.72600000
"GJ 3293","M2.5",0.420000,3466.00,0.404000,-1.65800,,0.0200,20.19030000
"K2-147",,0.565606,3693.00,0.573146,-1.25926,4.674050,,90.54940000
"WASP-141",,1.118000,6030.00,1.351430,0.33755,4.224920,,516.54300000
"Kepler-504",,0.385000,3514.00,0.370000,,4.887000,-0.1000,99.06880000
"WASP-46",,0.956000,5620.00,0.917000,,,,375.31000000
"HATS-8",,1.056000,5679.00,1.086000,,,0.2100,794.63700000
"Kepler-1641",,1.098000,6486.00,1.485000,,4.136000,-0.3400,860.37000000
