a_star,r_over_M,r_over_r_isco,F_dimensionless_Mdot_c2_over_rg2,T_eff_K_50Msun_0p1Edd,E_tilde,L_tilde_over_M,Omega_M,v_local_static_c,F_SS73_dimensionless
0.5,5.086575179661393,1.2016470919107092,2.4869852499339254e-05,2666718.6331894672,0.9222123548045619,2.9500638164884943,0.08352840517188317,,7.959329110971425e-05
0.5,5.325612878053666,1.2581171026713138,3.0991127001306385e-05,2817527.9667593543,0.9241161011815127,2.973638150729238,0.0781856489612001,,8.571433149587841e-05
0.5,5.5758838757159745,1.317240856062987,3.5763241186519944e-05,2920237.078894105,0.9261796972769116,3.000935230666774,0.07317158553073191,,8.861778304473011e-05
0.5,5.837916068513026,1.3791430616414218,3.917840967644898e-05,2987587.2262766236,0.9283517065082043,3.0316337684835615,0.06846761930147899,,8.907852484137921e-05
0.5,6.112262160163148,1.4439542895431752,4.134696842052604e-05,3028097.196968485,0.9305922241173514,3.0654757687346925,0.06405600279058622,,8.771814154409584e-05
0.5,6.399500828054584,1.511811245896866,4.2432703446032235e-05,3047783.1847766144,0.9328701750452274,3.1022531070101715,0.05991982452094297,,8.503260601086614e-05
0.5,6.700237943847973,1.5828570611770005,4.261571143248562e-05,3051064.0788826905,0.9351613120111228,3.1417974400861115,0.05604299302682759,,8.141521822643228e-05
0.5,7.015107851439629,1.6572415921086545,4.2071839813836275e-05,3041282.54347192,0.937446713132819,3.1839725179378218,0.0524102176530151,,7.717558638921593e-05
0.5,7.344774704981213,1.7351217377598134,4.096208164634797e-05,3021025.5467463476,0.9397116413280181,3.228668254263147,0.049006986769365886,,7.255530884238005e-05
0.5,7.689933869778096,1.8166617704881045,3.942788459974997e-05,2992331.8989987876,0.9419446693174492,3.27579610262801,0.045819543952062246,,6.77409085912301e-05
0.5,8.05131338902132,1.9020336824399924,3.758989874490429e-05,2956832.2205591556,0.9441370020449884,3.3252854144414865,0.04283486261670671,,6.287448226222662e-05
0.5,8.429675519446894,1.9914175483332903,3.5548646775339204e-05,2915846.5259839315,0.9462819474979062,3.3770805439620433,0.04004061952761068,,5.806244984333786e-05
0.5,8.825818339161675,2.085001905288231,3.338619211487089e-05,2870454.155904437,0.9483745002370891,3.431138527844193,0.037425167551812646,,5.3382728135526155e-05
0.5,9.240577431027086,2.182984150508241,3.1168248405151724e-05,2821545.0722274757,0.9504110113440429,3.4874272109832387,0.03497750797559956,,4.889059762846919e-05
0.5,9.674827645151582,2.285570957649277,2.8946402338156044e-05,2769858.233694239,0.9523889252038954,3.5459237222542708,0.032687262655395434,,4.4623487876518444e-05
0.5,10.129484944209315,2.3929787127559403,2.6760264514271033e-05,2716010.8064796,0.9543065683960803,3.6066132269299622,0.030544646233617547,,4.0604869032254964e-05
0.5,10.605508335477499,2.505433970683921,2.4639450470297697e-05,2660520.7320260047,0.9561629795114143,3.6694878996414513,0.02854043861321367,,3.684740584697961e-05
0.5,11.10390189366754,2.623173932971466,2.260534788392056e-05,2603824.396765577,0.9579577713338405,3.73454607445896,0.026665957851805863,,3.3355504202479174e-05
0.5,11.625716878816858,2.746446948167881,2.067265770349641e-05,2546290.627748981,0.959691018778376,3.8017915382237075,0.024913033607369364,,3.012735828101428e-05
0.5,12.172053953708486,2.875513035674373,1.8850715549608864e-05,2488231.897381285,0.9613631674463108,3.8712329405098465,0.023273981241871116,,2.715658812378014e-05
0.5,12.74406550549582,3.010644434202201,1.7144609407734837e-05,2429913.377320264,0.9629749587735333,3.942883299139426,0.021741576666974457,,2.443354199363928e-05
0.5,13.342958076429342,3.152126176004964,1.5556114351336348e-05,2371560.317505526,0.964527368600294,4.016759584448947,0.020309031996494715,,2.1946325158803694e-05
0.5,13.969994908812613,3.3002566880962876,1.4084466450072999e-05,2313364.1070191767,0.9660215566472876,4.092882368828269,0.01896997205348064,,1.9681606040636326e-05
0.5,14.626498609555446,3.4553484217210246,1.2726997593979568e-05,2255487.2872692263,0.9674588248921778,4.171275530652482,0.017718411765335815,,1.762524177626014e-05
0.5,15.313853939944698,3.617728511407727,1.1479651542886547e-05,2198067.725401053,0.9688405832382261,4.251966003775706,0.01654873446802962,,1.5762757845501705e-05
0.5,16.033510736517098,3.787739464992525,1.0337399583988559e-05,2141222.109360272,0.970168321178933,4.3349835653798205,0.015455671129950879,,1.4079710258425545e-05
0.5,16.786986969195123,3.9657398860698874,9.29457206737399e-06,2085048.8908199258,0.9714435844092792,4.420360656266551,0.014434280497113039,,1.256195368987477e-05
0.5,17.575871943136395,4.152105230394099,8.345119991485312e-06,2029630.7754576232,0.9726679555301019,4.508132228720698,0.013479930154034104,,1.1195834709391039e-05
0.5,18.401829651050257,4.347228597826957,7.482818841339452e-06,1975036.840103024,0.9738430381486028,4.598335617910481,0.0125882784885086,,9.96832574464354e-06
0.5,19.266602283052627,4.551521561502134,6.701425072912906e-06,1921324.340310595,0.974970443803517,4.691010433470735,0.011755257543502571,,8.867112513307815e-06
0.5,20.172013901462392,4.765415035955153,5.994794032819083e-06,1868540.2599580742,0.9760517812446787,4.786198468468453,0.010977056735391155,,7.88064526101667e-06
0.5,21.119974288290592,4.9893601860501295,5.3569666790054935e-06,1816722.6439827876,0.9770886476786554,4.883943623403539,0.010250107414590934,,6.998162166817181e-06
0.5,22.112482973537833,5.223829378620456,4.78223126686345e-06,1765901.749219138,0.9780826216587456,4.984291843270449,0.009571068242201322,,6.20969165159375e-06
0.5,23.151633452796972,5.469317178830751,4.265165094282864e-06,1716101.0406965874,0.9790352573520201,5.08729106601433,0.008936811354456306,,5.506038989847534e-06
0.5,24.239617603057088,5.726341393361685,3.800660523510983e-06,1667338.0571434416,0.9799480799606461,5.192991180970555,0.008344409285509988,,4.878761531497114e-06
0.5,25.37873030602304,5.995444162618052,3.3839387289475455e-06,1619625.1642909395,0.9808225821113804,5.301443996089152,0.007791122618254608,,4.320135946599618e-06
0.5,26.57137428870253,6.277193104263896,3.010554000434585e-06,1572970.2127592752,0.9816602210573501,5.412703212923326,0.007274388332428083,,3.823120177561863e-06
0.5,27.820065191470988,6.572182510496748,2.6763908893306886e-06,1527377.113646842,0.9824624165612738,5.526824408510282,0.0067918088191470305,,3.3813121917410996e-06
